transaction_id,customer_id,account_type,region,category,merchant,amount,currency,timestamp,memo,is_flagged
TXN001448,Customer_0143,checking,Southeast,entertainment,Steam,1322.72,USD,2024-02-24T09:10:00,Steam monthly subscription auto-renewal,False
TXN001449,Customer_0402,credit,Southeast,utilities,AT&T,239.4,USD,2023-10-23T17:30:00,AT&T wireless plan — family plan renewal,False
TXN001450,Customer_0365,checking,Northeast,travel,Marriott Hotels,3635.74,USD,2023-04-14T08:52:00,Flight to Chicago via Marriott Hotels for annual conference,False
TXN001451,Customer_0092,checking,Southwest,insurance,Geico,2492.71,USD,2023-07-11T07:50:00,Geico renters insurance quarterly payment,True
TXN001452,Customer_0459,checking,West,travel,Uber,3660.81,USD,2023-05-19T05:03:00,Car rental from Uber for client site visit,False
TXN001453,Customer_0143,savings,Southeast,travel,Marriott Hotels,3755.09,USD,2024-04-10T05:45:00,Car rental from Marriott Hotels for client site visit,False
TXN001454,Customer_0070,checking,Midwest,utilities,Comcast Xfinity,-491.51,USD,2024-04-16T16:51:00,Comcast Xfinity wireless plan — family plan renewal,False
TXN001455,Customer_0239,credit,Southwest,shopping,Zara,3269.43,USD,2023-12-29T19:36:00,Flash sale purchase at Zara,False
TXN001456,Customer_0440,savings,Southeast,shopping,Best Buy,4216.23,USD,2023-02-07T06:04:00,Flash sale purchase at Best Buy,False
TXN001457,Customer_0193,savings,Midwest,healthcare,LabCorp,2721.76,USD,2023-01-25T10:31:00,Prescription refill at LabCorp,False
TXN001458,Customer_0231,credit,Southeast,groceries,Trader Joe's,3488.95,USD,2023-11-06T12:15:00,Quick stop at Trader Joe's for produce and dairy,False
TXN001459,Customer_0239,savings,Southeast,utilities,National Grid,2193.06,USD,2024-04-19T04:26:00,National Grid electricity bill for the apartment,False
TXN001460,Customer_0028,savings,West,utilities,Comcast Xfinity,4152.75,USD,2024-01-31T20:55:00,Comcast Xfinity wireless plan — family plan renewal,False
TXN001461,Customer_0021,savings,Northeast,rent,Metro Realty,3695.82,USD,2023-12-27T10:12:00,Security deposit — Metro Realty,False
TXN001462,Customer_0365,credit,Midwest,insurance,State Farm,4464.49,USD,2023-03-03T00:32:00,Monthly State Farm auto insurance premium,False
TXN001463,Customer_0314,savings,Midwest,insurance,Progressive,2020.37,USD,2023-12-01T09:23:00,Monthly Progressive auto insurance premium,False
TXN001464,Customer_0222,credit,Northeast,insurance,USAA,3976.48,USD,2024-06-02T02:09:00,Monthly USAA auto insurance premium,False
TXN001465,Customer_0326,savings,Southeast,shopping,Best Buy,3215.65,USD,2023-05-26T06:05:00,Flash sale purchase at Best Buy,False
TXN001466,Customer_0489,checking,Southeast,entertainment,Steam,193.3,USD,2024-03-04T18:12:00,Steam monthly subscription auto-renewal,False
TXN001467,Customer_0108,checking,Northeast,travel,Airbnb,2559.0,USD,2023-06-17T01:16:00,Car rental from Airbnb for client site visit,False
TXN001468,Customer_0345,savings,Northeast,dining,Starbucks,4118.53,USD,2023-03-23T21:29:00,"Client dinner at Starbucks, discussed Q4 roadmap",False
TXN001469,Customer_0490,savings,Southwest,healthcare,Urgent Care Now,4407.66,USD,2023-12-05T20:42:00,Lab work order from Urgent Care Now,False
TXN001470,Customer_0399,checking,Southeast,travel,Hertz,3073.29,USD,2023-01-23T13:30:00,Car rental from Hertz for client site visit,False
TXN001471,Customer_0027,credit,Midwest,insurance,Progressive,4377.56,USD,2023-09-21T03:52:00,Progressive renters insurance quarterly payment,False
TXN001472,Customer_0051,credit,Southwest,utilities,Comcast Xfinity,2092.24,USD,2024-06-01T11:26:00,Monthly Comcast Xfinity internet and cable bill,False
TXN001473,Customer_0320,savings,Northeast,shopping,Zara,1349.38,USD,2023-11-18T01:27:00,In-store purchase at Zara — seasonal wardrobe,False
TXN001474,Customer_0061,savings,Southeast,shopping,Target,-469.11,USD,2024-05-13T15:59:00,In-store purchase at Target — seasonal wardrobe,False
TXN001475,Customer_0125,credit,Southeast,rent,Urban Living Co,1938.32,USD,2023-12-11T05:38:00,Security deposit — Urban Living Co,False
TXN001476,Customer_0005,checking,Southwest,shopping,Amazon,374.02,USD,2024-03-14T15:57:00,Online order from Amazon — home office equipment,False
TXN001477,Customer_0432,savings,Midwest,travel,Delta Airlines,-149.25,USD,2023-03-31T01:10:00,Flight to Chicago via Delta Airlines for annual conference,False
TXN001478,Customer_0021,credit,Northeast,healthcare,CVS Pharmacy,4483.44,USD,2023-07-16T05:57:00,Prescription refill at CVS Pharmacy,False
TXN001479,Customer_0270,checking,Southwest,education,Coursera,2672.2,USD,2023-10-19T04:04:00,Textbook purchase at Coursera for continuing ed,False
TXN001480,Customer_0255,credit,Southeast,entertainment,Spotify,3493.46,USD,2023-10-18T01:25:00,Movie tickets at Spotify — family outing,False
TXN001481,Customer_0151,credit,West,travel,Airbnb,1617.59,USD,2024-03-04T07:50:00,Hotel stay at Airbnb during product summit,False
TXN001482,Customer_0080,checking,Northeast,entertainment,AMC Theaters,1086.86,USD,2023-03-02T18:56:00,AMC Theaters monthly subscription auto-renewal,False
TXN001483,Customer_0395,savings,Midwest,dining,Panera Bread,676.22,USD,2023-09-02T22:30:00,"Lunch with the team at Panera Bread, celebrated Q3 results",False
TXN001484,Customer_0108,savings,Northeast,dining,Olive Garden,2646.58,USD,2024-01-08T05:25:00,Morning coffee and pastry at Olive Garden,False
TXN001485,Customer_0200,checking,West,dining,Chipotle,3785.84,USD,2024-04-19T21:25:00,"Lunch with the team at Chipotle, celebrated Q3 results",False
TXN001486,Customer_0363,savings,Midwest,healthcare,Blue Cross Premium,3671.94,USD,2023-07-08T00:55:00,Prescription refill at Blue Cross Premium,False
TXN001487,Customer_0076,checking,Southeast,entertainment,Steam,2193.59,USD,2023-09-03T16:38:00,Steam monthly subscription auto-renewal,False
TXN001488,Customer_0185,credit,Midwest,entertainment,Spotify,-9.57,USD,2024-01-17T10:00:00,Movie tickets at Spotify — family outing,False
TXN001489,Customer_0440,credit,Southwest,insurance,State Farm,669.39,USD,2023-10-08T16:25:00,Monthly State Farm auto insurance premium,False
TXN001490,Customer_0375,checking,West,rent,First Place Rentals,888.99,USD,2023-10-25T17:48:00,Lease renewal fee at First Place Rentals,False
TXN001491,Customer_0406,checking,West,entertainment,AMC Theaters,1835.98,USD,2024-03-03T14:58:00,AMC Theaters monthly subscription auto-renewal,False
TXN001492,Customer_0136,savings,Northeast,rent,Urban Living Co,3757.44,USD,2023-08-23T21:57:00,Security deposit — Urban Living Co,False
TXN001493,Customer_0231,checking,West,shopping,Best Buy,-476.24,USD,2023-01-03T13:03:00,Online order from Best Buy — home office equipment,False
TXN001494,Customer_0376,credit,Midwest,entertainment,Apple iTunes,-434.93,USD,2023-02-22T15:37:00,Movie tickets at Apple iTunes — family outing,False
TXN001495,Customer_0200,credit,Midwest,insurance,Progressive,3849.28,USD,2023-07-01T17:41:00,Monthly Progressive auto insurance premium,False
TXN001496,Customer_0011,checking,Southeast,shopping,Amazon,2912.56,USD,2023-09-22T05:42:00,In-store purchase at Amazon — seasonal wardrobe,False
TXN001497,Customer_0084,savings,Northeast,entertainment,Steam,4077.27,USD,2023-10-23T09:34:00,Steam monthly subscription auto-renewal,False
TXN001498,Customer_0002,checking,Northeast,dining,Chipotle,3930.13,USD,2023-10-04T05:07:00,"Lunch with the team at Chipotle, celebrated Q3 results",False
TXN001499,Customer_0239,credit,Northeast,healthcare,CVS Pharmacy,3448.17,USD,2024-05-07T21:39:00,Lab work order from CVS Pharmacy,False
TXN001500,Customer_0097,credit,Midwest,dining,The Cheesecake Factory,1592.81,USD,2023-01-19T19:51:00,"Lunch with the team at The Cheesecake Factory, celebrated Q3 results",False
TXN001501,Customer_0418,credit,Southwest,dining,Chipotle,660.43,USD,2023-07-18T15:59:00,"Lunch with the team at Chipotle, celebrated Q3 results",False
TXN001502,Customer_0222,checking,Southwest,healthcare,CVS Pharmacy,3841.51,USD,2024-02-17T06:10:00,Annual physical copay at CVS Pharmacy,False
TXN001503,Customer_0382,checking,West,education,Barnes & Noble,3139.61,USD,2024-04-13T12:20:00,Barnes & Noble annual learning subscription,False
TXN001504,Customer_0341,savings,Midwest,utilities,AT&T,-180.93,USD,2024-03-01T23:53:00,Monthly AT&T internet and cable bill,True
TXN001505,Customer_0267,credit,Northeast,healthcare,Blue Cross Premium,607.69,USD,2023-05-20T15:31:00,Prescription refill at Blue Cross Premium,False
TXN001506,Customer_0163,checking,Midwest,insurance,Progressive,-418.44,USD,2024-03-11T09:02:00,Monthly Progressive auto insurance premium,False
TXN001507,Customer_0133,savings,Southeast,groceries,Walmart Grocery,4338.53,USD,2023-10-15T10:54:00,"Monthly bulk purchase at Walmart Grocery, household supplies",False
TXN001508,Customer_0154,savings,Northeast,dining,Olive Garden,342.63,USD,2023-01-27T09:20:00,"Client dinner at Olive Garden, discussed Q4 roadmap",False
TXN001509,Customer_0186,checking,Northeast,dining,Starbucks,2715.06,USD,2023-09-28T10:20:00,Morning coffee and pastry at Starbucks,False
TXN001510,Customer_0026,savings,Midwest,travel,Hertz,2622.12,USD,2023-03-23T22:35:00,Flight to Chicago via Hertz for annual conference,False
TXN001511,Customer_0207,checking,Midwest,insurance,Progressive,2962.26,USD,2024-03-06T02:42:00,Life insurance premium payment to Progressive,False
TXN001512,Customer_0003,checking,West,groceries,Trader Joe's,428.95,USD,2023-02-13T15:51:00,"Weekly grocery run at Trader Joe's, stocked up on essentials",False
TXN001513,Customer_0459,checking,Northeast,insurance,Geico,718.84,USD,2023-12-09T05:11:00,Geico renters insurance quarterly payment,False
TXN001514,Customer_0374,credit,Southeast,rent,Apartment LLC,3656.06,USD,2023-06-23T23:52:00,Lease renewal fee at Apartment LLC,False
TXN001515,Customer_0140,credit,Southeast,insurance,State Farm,28.76,USD,2024-05-19T17:15:00,State Farm renters insurance quarterly payment,False
TXN001516,Customer_0150,savings,Southeast,utilities,Verizon,1751.04,USD,2024-02-19T18:26:00,Verizon wireless plan — family plan renewal,False
TXN001517,Customer_0362,savings,Midwest,entertainment,AMC Theaters,2775.65,USD,2024-05-24T00:07:00,AMC Theaters monthly subscription auto-renewal,False
TXN001518,Customer_0329,credit,Northeast,utilities,ConEdison,581.22,USD,2023-09-12T04:45:00,ConEdison wireless plan — family plan renewal,False
TXN001519,Customer_0495,checking,Midwest,utilities,AT&T,329.54,USD,2023-04-26T18:00:00,AT&T wireless plan — family plan renewal,False
TXN001520,Customer_0074,checking,Northeast,dining,Chipotle,485.76,USD,2024-01-13T10:26:00,"Client dinner at Chipotle, discussed Q4 roadmap",False
TXN001521,Customer_0075,checking,West,insurance,Progressive,2985.72,USD,2023-12-28T06:55:00,Progressive renters insurance quarterly payment,False
TXN001522,Customer_0130,checking,West,utilities,National Grid,4271.4,USD,2024-04-19T05:03:00,National Grid electricity bill for the apartment,False
TXN001523,Customer_0452,savings,Southeast,groceries,Kroger,1304.38,USD,2023-10-18T08:11:00,"Monthly bulk purchase at Kroger, household supplies",False
TXN001524,Customer_0156,credit,Southeast,groceries,Kroger,298.5,USD,2024-04-05T06:44:00,"Monthly bulk purchase at Kroger, household supplies",False
TXN001525,Customer_0464,checking,Northeast,education,Chegg,726.26,USD,2023-08-29T20:31:00,Textbook purchase at Chegg for continuing ed,False
TXN001526,Customer_0370,savings,Southwest,insurance,USAA,4203.22,USD,2023-09-18T22:06:00,Life insurance premium payment to USAA,False
TXN001527,Customer_0491,checking,Southeast,insurance,Progressive,1819.7,USD,2023-10-17T08:51:00,Life insurance premium payment to Progressive,False
TXN001528,Customer_0094,credit,West,insurance,USAA,3596.48,USD,2024-06-25T00:09:00,Life insurance premium payment to USAA,False
TXN001529,Customer_0056,credit,Midwest,healthcare,Urgent Care Now,-100.74,USD,2024-03-11T08:44:00,Annual physical copay at Urgent Care Now,False
TXN001530,Customer_0309,credit,Southwest,rent,Urban Living Co,1811.78,USD,2024-01-01T03:24:00,Lease renewal fee at Urban Living Co,False
TXN001531,Customer_0242,checking,Southwest,utilities,Comcast Xfinity,210.89,USD,2023-12-08T15:14:00,Comcast Xfinity electricity bill for the apartment,False
TXN001532,Customer_0071,checking,West,insurance,Geico,347.83,USD,2023-02-14T06:29:00,Life insurance premium payment to Geico,False
TXN001533,Customer_0368,checking,Southeast,dining,Chipotle,4454.04,USD,2023-08-08T06:23:00,Morning coffee and pastry at Chipotle,False
TXN001534,Customer_0330,credit,West,entertainment,Netflix,1844.08,USD,2023-08-03T02:21:00,Movie tickets at Netflix — family outing,False
TXN001535,Customer_0275,credit,Southeast,rent,Apartment LLC,3625.34,USD,2023-02-15T15:44:00,Monthly rent payment to Apartment LLC,False
TXN001536,Customer_0211,savings,Northeast,travel,Delta Airlines,3677.71,USD,2023-04-01T16:37:00,Hotel stay at Delta Airlines during product summit,False
TXN001537,Customer_0183,savings,Southwest,rent,Metro Realty,1924.84,USD,2023-06-18T00:47:00,Monthly rent payment to Metro Realty,False
TXN001538,Customer_0081,checking,Northeast,rent,Apartment LLC,1242.28,USD,2023-07-03T06:52:00,Lease renewal fee at Apartment LLC,False
TXN001539,Customer_0317,checking,Northeast,travel,Uber,280.43,USD,2023-05-01T23:58:00,Hotel stay at Uber during product summit,False
TXN001540,Customer_0427,checking,West,healthcare,LabCorp,1946.04,USD,2024-01-23T00:10:00,Lab work order from LabCorp,False
TXN001541,Customer_0044,checking,Southeast,insurance,State Farm,3793.87,USD,2023-03-16T04:26:00,Life insurance premium payment to State Farm,False
TXN001542,Customer_0453,credit,Southwest,utilities,Comcast Xfinity,3213.07,USD,2023-12-04T14:10:00,Comcast Xfinity electricity bill for the apartment,False
TXN001543,Customer_0218,checking,Southwest,rent,First Place Rentals,2554.98,USD,2024-03-31T08:20:00,Lease renewal fee at First Place Rentals,False
TXN001544,Customer_0275,savings,Northeast,utilities,AT&T,1829.14,USD,2023-04-29T22:08:00,Monthly AT&T internet and cable bill,False
TXN001545,Customer_0333,credit,Southeast,utilities,Verizon,2522.49,USD,2023-02-24T16:11:00,Monthly Verizon internet and cable bill,False
TXN001546,Customer_0311,credit,Northeast,utilities,Comcast Xfinity,4086.47,USD,2023-09-05T17:35:00,Monthly Comcast Xfinity internet and cable bill,False
TXN001547,Customer_0070,checking,Northeast,insurance,USAA,1172.16,USD,2024-03-13T15:54:00,Monthly USAA auto insurance premium,False
TXN001548,Customer_0320,savings,Northeast,travel,Marriott Hotels,2864.94,USD,2024-03-08T23:40:00,Car rental from Marriott Hotels for client site visit,False
TXN001549,Customer_0173,checking,Northeast,healthcare,Blue Cross Premium,3067.62,USD,2023-01-12T00:49:00,Prescription refill at Blue Cross Premium,False
TXN001550,Customer_0414,credit,Southwest,groceries,Whole Foods,1454.62,USD,2023-03-25T02:44:00,"Weekly grocery run at Whole Foods, stocked up on essentials",False
TXN001551,Customer_0496,credit,Northeast,dining,Panera Bread,-317.27,USD,2023-06-03T11:20:00,Morning coffee and pastry at Panera Bread,False
TXN001552,Customer_0082,checking,Southwest,dining,Olive Garden,1307.93,USD,2023-06-01T19:42:00,Morning coffee and pastry at Olive Garden,False
TXN001553,Customer_0078,checking,Midwest,education,MIT OpenCourseWare,2352.39,USD,2024-05-28T19:50:00,Textbook purchase at MIT OpenCourseWare for continuing ed,False
TXN001554,Customer_0023,credit,Northeast,shopping,IKEA,2284.61,USD,2023-01-03T21:16:00,Online order from IKEA — home office equipment,False
TXN001555,Customer_0265,savings,Southwest,shopping,Best Buy,1539.99,USD,2023-06-03T12:24:00,Flash sale purchase at Best Buy,False
TXN001556,Customer_0165,savings,Northeast,utilities,National Grid,3590.66,USD,2024-01-10T09:52:00,Monthly National Grid internet and cable bill,False
TXN001557,Customer_0321,savings,Northeast,rent,Sunset Apartments,193.22,USD,2024-02-21T06:15:00,Lease renewal fee at Sunset Apartments,False
TXN001558,Customer_0009,credit,Southwest,rent,First Place Rentals,2783.32,USD,2023-07-09T04:04:00,Security deposit — First Place Rentals,False
TXN001559,Customer_0456,credit,Southwest,groceries,Whole Foods,1141.4,USD,2023-01-06T08:40:00,Quick stop at Whole Foods for produce and dairy,False
TXN001560,Customer_0265,checking,West,travel,Hertz,2245.52,USD,2023-07-12T16:41:00,Hotel stay at Hertz during product summit,False
TXN001561,Customer_0205,credit,Midwest,entertainment,Spotify,3030.13,USD,2023-06-24T16:36:00,Spotify monthly subscription auto-renewal,False
TXN001562,Customer_0215,credit,Southeast,entertainment,Steam,717.87,USD,2024-01-13T23:46:00,In-app purchase on Steam platform,False
TXN001563,Customer_0043,savings,Northeast,shopping,Target,1396.58,USD,2024-02-04T09:40:00,Online order from Target — home office equipment,False
TXN001564,Customer_0118,credit,Midwest,healthcare,LabCorp,-204.62,USD,2023-12-15T17:43:00,Annual physical copay at LabCorp,False
TXN001565,Customer_0211,savings,Midwest,utilities,AT&T,385.31,USD,2024-06-09T18:52:00,AT&T wireless plan — family plan renewal,False
TXN001566,Customer_0358,credit,Southwest,groceries,Trader Joe's,494.8,USD,2023-07-02T08:21:00,"Monthly bulk purchase at Trader Joe's, household supplies",False
TXN001567,Customer_0353,savings,Northeast,travel,Airbnb,3743.73,USD,2023-10-24T21:40:00,Car rental from Airbnb for client site visit,False
TXN001568,Customer_0392,savings,Southeast,entertainment,Spotify,4124.6,USD,2024-06-22T08:37:00,Spotify monthly subscription auto-renewal,False
TXN001569,Customer_0053,checking,Northeast,dining,Panera Bread,1002.35,USD,2024-04-10T16:29:00,Morning coffee and pastry at Panera Bread,False
TXN001570,Customer_0304,checking,Southeast,dining,Olive Garden,2731.02,USD,2024-05-19T06:08:00,"Lunch with the team at Olive Garden, celebrated Q3 results",False
TXN001571,Customer_0371,checking,Northeast,healthcare,Walgreens,3971.31,USD,2024-06-01T15:48:00,Prescription refill at Walgreens,False
TXN001572,Customer_0399,credit,Southwest,shopping,Amazon,4323.53,USD,2023-01-09T00:58:00,In-store purchase at Amazon — seasonal wardrobe,False
TXN001573,Customer_0058,credit,Southeast,groceries,Whole Foods,484.82,USD,2024-06-20T00:15:00,"Monthly bulk purchase at Whole Foods, household supplies",False
TXN001574,Customer_0146,credit,Northeast,healthcare,Blue Cross Premium,3164.26,USD,2024-03-01T00:56:00,Lab work order from Blue Cross Premium,False
TXN001575,Customer_0454,checking,Northeast,utilities,National Grid,2745.79,USD,2023-11-15T19:04:00,National Grid electricity bill for the apartment,False
TXN001576,Customer_0119,savings,Southwest,insurance,USAA,494.31,USD,2024-05-03T10:53:00,USAA renters insurance quarterly payment,True
TXN001577,Customer_0483,checking,Southwest,travel,Airbnb,771.85,USD,2024-06-01T04:04:00,Flight to Chicago via Airbnb for annual conference,False
TXN001578,Customer_0479,checking,Midwest,entertainment,AMC Theaters,1885.12,USD,2023-05-14T16:34:00,In-app purchase on AMC Theaters platform,False
TXN001579,Customer_0122,savings,West,groceries,Walmart Grocery,100.54,USD,2024-03-14T13:50:00,"Monthly bulk purchase at Walmart Grocery, household supplies",False
TXN001580,Customer_0434,checking,Northeast,insurance,Geico,3359.81,USD,2023-07-17T01:33:00,Monthly Geico auto insurance premium,False
TXN001581,Customer_0447,checking,West,healthcare,Blue Cross Premium,3981.01,USD,2023-06-07T21:29:00,Annual physical copay at Blue Cross Premium,False
TXN001582,Customer_0175,savings,Northeast,utilities,AT&T,3455.34,USD,2024-03-16T16:35:00,Monthly AT&T internet and cable bill,False
TXN001583,Customer_0391,credit,Southeast,rent,Apartment LLC,2820.57,USD,2023-08-04T16:53:00,Security deposit — Apartment LLC,False
TXN001584,Customer_0407,credit,West,groceries,Whole Foods,1371.51,USD,2023-07-18T10:19:00,"Weekly grocery run at Whole Foods, stocked up on essentials",False
TXN001585,Customer_0331,savings,Southwest,insurance,USAA,1836.52,USD,2023-05-08T01:06:00,Monthly USAA auto insurance premium,False
TXN001586,Customer_0290,credit,Northeast,education,Coursera,3701.04,USD,2023-10-24T09:36:00,Coursera annual learning subscription,False
TXN001587,Customer_0388,credit,Southwest,groceries,Kroger,2625.13,USD,2024-03-06T19:36:00,Quick stop at Kroger for produce and dairy,False
TXN001588,Customer_0374,credit,West,entertainment,Apple iTunes,2722.95,USD,2023-04-02T16:18:00,Movie tickets at Apple iTunes — family outing,False
TXN001589,Customer_0076,savings,Southwest,healthcare,Urgent Care Now,2867.31,USD,2023-04-16T09:01:00,Annual physical copay at Urgent Care Now,False
TXN001590,Customer_0489,checking,Southeast,entertainment,Apple iTunes,3566.38,USD,2023-04-21T05:53:00,Movie tickets at Apple iTunes — family outing,False
TXN001591,Customer_0289,credit,Northeast,utilities,ConEdison,3494.33,USD,2024-02-22T19:44:00,Monthly ConEdison internet and cable bill,True
TXN001592,Customer_0392,savings,Northeast,insurance,Allstate,1793.98,USD,2024-03-28T05:47:00,Monthly Allstate auto insurance premium,False
TXN001593,Customer_0340,credit,Midwest,insurance,State Farm,2732.26,USD,2023-09-07T16:08:00,Life insurance premium payment to State Farm,False
TXN001594,Customer_0492,savings,Northeast,insurance,Geico,3726.92,USD,2023-05-26T22:36:00,Geico renters insurance quarterly payment,False
TXN001595,Customer_0208,credit,Midwest,healthcare,CVS Pharmacy,3621.61,USD,2023-05-31T13:42:00,Lab work order from CVS Pharmacy,False
TXN001596,Customer_0038,checking,Northeast,insurance,Allstate,1705.44,USD,2024-05-08T13:06:00,Life insurance premium payment to Allstate,False
TXN001597,Customer_0473,checking,Midwest,travel,Marriott Hotels,1415.06,USD,2023-07-16T08:25:00,Car rental from Marriott Hotels for client site visit,False
TXN001598,Customer_0461,checking,Northeast,utilities,Verizon,3824.69,USD,2023-06-18T15:48:00,Verizon electricity bill for the apartment,False
TXN001599,Customer_0200,checking,Northeast,groceries,Aldi,2703.76,USD,2023-04-30T12:32:00,Quick stop at Aldi for produce and dairy,False
TXN001600,Customer_0438,checking,Northeast,dining,Starbucks,1510.11,USD,2023-03-09T12:33:00,Morning coffee and pastry at Starbucks,False
TXN001601,Customer_0378,savings,Northeast,entertainment,Netflix,2836.23,USD,2024-04-09T13:49:00,In-app purchase on Netflix platform,False
TXN001602,Customer_0322,checking,Northeast,insurance,State Farm,4272.66,USD,2024-01-13T07:40:00,Life insurance premium payment to State Farm,False
TXN001603,Customer_0084,checking,West,groceries,Kroger,1994.91,USD,2023-05-24T23:25:00,Quick stop at Kroger for produce and dairy,False
TXN001604,Customer_0382,savings,West,shopping,Target,-400.34,USD,2024-01-29T01:10:00,Flash sale purchase at Target,False
TXN001605,Customer_0346,credit,Midwest,rent,Apartment LLC,107.19,USD,2023-03-10T06:12:00,Security deposit — Apartment LLC,False
TXN001606,Customer_0367,checking,Southeast,utilities,AT&T,4294.1,USD,2023-12-20T12:06:00,Monthly AT&T internet and cable bill,False
TXN001607,Customer_0465,checking,Northeast,dining,Panera Bread,926.1,USD,2023-03-22T19:10:00,"Lunch with the team at Panera Bread, celebrated Q3 results",True
TXN001608,Customer_0343,savings,Southeast,dining,Starbucks,1074.69,USD,2024-04-23T15:34:00,"Client dinner at Starbucks, discussed Q4 roadmap",False
TXN001609,Customer_0457,credit,Southwest,healthcare,Blue Cross Premium,860.79,USD,2023-10-31T09:16:00,Prescription refill at Blue Cross Premium,False
TXN001610,Customer_0151,credit,Northeast,travel,Hertz,219.8,USD,2023-04-07T13:17:00,Hotel stay at Hertz during product summit,False
TXN001611,Customer_0053,savings,West,groceries,Trader Joe's,925.98,USD,2023-04-21T04:57:00,Quick stop at Trader Joe's for produce and dairy,False
TXN001612,Customer_0427,checking,Northeast,education,Barnes & Noble,4118.69,USD,2024-05-18T18:34:00,Barnes & Noble course enrollment — data engineering,False
TXN001613,Customer_0088,credit,Southwest,dining,Starbucks,2339.81,USD,2023-12-15T23:53:00,"Client dinner at Starbucks, discussed Q4 roadmap",False
TXN001614,Customer_0119,credit,Southeast,rent,Sunset Apartments,3411.66,USD,2023-04-28T16:11:00,Monthly rent payment to Sunset Apartments,False
TXN001615,Customer_0231,credit,Northeast,healthcare,Blue Cross Premium,1526.43,USD,2024-05-19T22:37:00,Prescription refill at Blue Cross Premium,False
TXN001616,Customer_0245,credit,Northeast,shopping,IKEA,4172.34,USD,2024-02-17T15:15:00,Flash sale purchase at IKEA,False
TXN001617,Customer_0044,credit,Southeast,insurance,State Farm,-272.61,USD,2023-07-04T07:40:00,Monthly State Farm auto insurance premium,False
TXN001618,Customer_0008,savings,Southwest,travel,Delta Airlines,3055.97,USD,2024-04-03T03:43:00,Hotel stay at Delta Airlines during product summit,False
TXN001619,Customer_0480,checking,Northeast,rent,Urban Living Co,332.52,USD,2023-05-23T10:36:00,Lease renewal fee at Urban Living Co,False
TXN001620,Customer_0350,savings,Southeast,education,Barnes & Noble,2511.08,USD,2024-03-16T19:38:00,Barnes & Noble course enrollment — data engineering,False
TXN001621,Customer_0436,savings,Northeast,insurance,Geico,575.3,USD,2023-08-24T21:53:00,Monthly Geico auto insurance premium,False
TXN001622,Customer_0153,credit,Midwest,rent,Metro Realty,4360.95,USD,2024-06-08T17:40:00,Lease renewal fee at Metro Realty,False
TXN001623,Customer_0235,checking,West,dining,The Cheesecake Factory,2036.13,USD,2023-04-04T11:59:00,"Client dinner at The Cheesecake Factory, discussed Q4 roadmap",False
TXN001624,Customer_0394,credit,Southeast,insurance,Allstate,1760.28,USD,2023-01-27T19:28:00,Allstate renters insurance quarterly payment,False
TXN001625,Customer_0237,savings,Southwest,dining,Olive Garden,3238.74,USD,2024-06-28T15:24:00,"Lunch with the team at Olive Garden, celebrated Q3 results",False
TXN001626,Customer_0079,checking,Midwest,rent,First Place Rentals,2278.6,USD,2024-06-12T18:12:00,Security deposit — First Place Rentals,False
TXN001627,Customer_0350,credit,Southeast,groceries,Aldi,-323.56,USD,2024-01-13T01:44:00,Quick stop at Aldi for produce and dairy,False
TXN001628,Customer_0352,savings,Southwest,groceries,Walmart Grocery,1717.32,USD,2023-02-09T00:43:00,Quick stop at Walmart Grocery for produce and dairy,False
TXN001629,Customer_0192,savings,Midwest,entertainment,Apple iTunes,3503.81,USD,2023-07-06T16:25:00,Apple iTunes monthly subscription auto-renewal,False
TXN001630,Customer_0151,checking,Southeast,shopping,Target,1591.82,USD,2023-05-17T21:34:00,Online order from Target — home office equipment,False
TXN001631,Customer_0492,credit,Northeast,entertainment,Steam,3898.98,USD,2023-12-15T12:10:00,Steam monthly subscription auto-renewal,False
TXN001632,Customer_0478,savings,Southeast,healthcare,Walgreens,3427.93,USD,2023-12-18T12:10:00,Lab work order from Walgreens,False
TXN001633,Customer_0176,credit,Southwest,travel,Airbnb,1001.33,USD,2024-01-14T03:14:00,Car rental from Airbnb for client site visit,False
TXN001634,Customer_0014,credit,West,insurance,Geico,3199.22,USD,2024-06-15T08:24:00,Life insurance premium payment to Geico,False
TXN001635,Customer_0396,credit,Midwest,insurance,Progressive,2746.43,USD,2023-09-25T07:00:00,Monthly Progressive auto insurance premium,False
TXN001636,Customer_0039,checking,West,rent,Apartment LLC,4022.93,USD,2024-05-10T05:03:00,Lease renewal fee at Apartment LLC,False
TXN001637,Customer_0108,savings,Midwest,healthcare,Urgent Care Now,-420.09,USD,2023-04-01T10:18:00,Prescription refill at Urgent Care Now,False
TXN001638,Customer_0188,credit,Southeast,healthcare,LabCorp,486.96,USD,2024-03-05T15:46:00,Prescription refill at LabCorp,False
TXN001639,Customer_0163,checking,Northeast,insurance,Geico,3595.62,USD,2023-09-30T04:44:00,Monthly Geico auto insurance premium,False
TXN001640,Customer_0234,savings,Southwest,dining,The Cheesecake Factory,163.19,USD,2024-06-25T03:44:00,"Lunch with the team at The Cheesecake Factory, celebrated Q3 results",False
TXN001641,Customer_0388,savings,Northeast,education,Barnes & Noble,2724.8,USD,2023-10-06T11:08:00,Barnes & Noble course enrollment — data engineering,False
TXN001642,Customer_0084,checking,Midwest,insurance,USAA,3854.76,USD,2024-03-14T13:03:00,Life insurance premium payment to USAA,False
